,strategy
GMLPP,2.0
GSH,0.0
GTYH,2.0
HEBT,2.0
HIHO,0.0
HWCC,1.0
IDSA,2.0
INDU,2.0
INS,1.0
IPWR,2.0
ISSC,2.0
JBK,0.0
KBLM,2.0
KELYB,0.0
KIQ,2.0
LACQU,2.0
LAWS,2.0
LGC,2.0
LIVE,2.0
LIVX,2.0
LXFR,0.0
MOSC,2.0
NESR,2.0
NEWA,2.0
NTRP,2.0
OFLX,0.0
ORGS,0.0
PATI,2.0
PESI,2.0
PFIN,2.0
PTSI,0.0
PXS,0.0
RCMT,0.0
SCX,2.0
SHIP,2.0
SIF,2.0
SMED,2.0
SPCB,0.0
SWJ,2.0
SXI,0.0
TATT,0.0
TAYD,2.0
TMSR,2.0
TPGH,2.0
USDP,2.0
VIRC,0.0
VTNR,2.0
WHLM,2.0
WRLS,2.0
ZOM,2.0
SRC,2.0
EQR,2.0
JBGS,1.0
VICI,1.0
NLY,0.0
ARI,0.0
CCI,0.0
VTR,2.0
VER,2.0
WELL,2.0
PLD,0.0
BDN,0.0
PK,0.0
Z,1.0
AIV,2.0
RLJ,2.0
DDR,2.0
KIM,2.0
BXMT,0.0
DLR,0.0
CLI,2.0
NYMT,2.0
LADR,2.0
DOC,2.0
NMRK,0.0
PDM,2.0
QTS,1.0
AMH,2.0
HST,1.0
UE,2.0
WRE,2.0
DRE,1.0
CONE,0.0
KRG,2.0
RLGY,2.0
HPP,2.0
CTRE,0.0
NHI,2.0
CBL,2.0
O,2.0
SHO,1.0
BXP,2.0
STOR,1.0
SPG,2.0
CBRE,0.0
CXP,1.0
AGNC,0.0
MPW,0.0
CIM,0.0
LAMR,0.0
OFC,2.0
TWO,0.0
SLG,2.0
VNO,2.0
UDR,1.0
SBRA,2.0
HTA,1.0
LXP,2.0
KW,2.0
RDFN,0.0
NNN,2.0
CUZ,1.0
ABR,0.0
ROIC,2.0
INN,2.0
OHI,2.0
SUI,0.0
ANH,0.0
SKT,2.0
WPG,2.0
DRH,2.0
CUBE,0.0
GLPI,0.0
HR,1.0
APLE,2.0
UNIT,2.0
IRET,2.0
ESRT,2.0
PEB,0.0
ARE,0.0
MFA,0.0
LPT,0.0
AVB,2.0
MGP,0.0
MAA,2.0
XHR,0.0
FR,0.0
BRX,2.0
EXR,0.0
PGRE,2.0
WRI,2.0
CPT,0.0
ALEX,2.0
STWD,2.0
XIN,0.0
GEO,2.0
BAM,0.0
SNR,2.0
SNH,1.0
STAG,0.0
IRS,0.0
EQC,2.0
DEI,0.0
BBX,0.0
NRZ,0.0
CTT,0.0
AHH,1.0
HIW,2.0
REXR,0.0
REG,2.0
ZG,1.0
MAC,2.0
RPAI,2.0
IVR,0.0
RESI,1.0
JLL,0.0
PSA,2.0
COR,0.0
GPMT,2.0
PEI,2.0
AKR,2.0
FRT,2.0
IRT,0.0
ESS,1.0
HT,2.0
WPC,0.0
PCH,0.0
CLDT,0.0
SRG,2.0
GNL,2.0
DEA,1.0
AAT,2.0
NSA,0.0
WSR,1.0
RWT,2.0
FSP,2.0
APTS,0.0
RPT,2.0
FPH,2.0
MNR,0.0
ORC,2.0
CMO,2.0
FCPT,0.0
NYRT,2.0
RHP,0.0
ADC,0.0
LSI,1.0
EPR,2.0
CHCT,0.0
HHC,0.0
PMT,1.0
EGP,0.0
KRC,2.0
TRNO,0.0
TCO,2.0
STAR,2.0
LTC,2.0
ELS,0.0
CDR,2.0
BPY,2.0
CIO,2.0
BRG,2.0
HASI,0.0
ACC,2.0
AHT,2.0
DS,0.0
ARR,0.0
RMAX,2.0
MMI,0.0
IIPR,0.0
JOE,2.0
RMR,0.0
FPI,2.0
FOR,0.0
PICO,0.0
EARN,2.0
PSB,1.0
WMC,1.0
LEJU,2.0
DX,2.0
NXRT,0.0
FRPH,0.0
CTO,0.0
FSV,0.0
GTY,1.0
UMH,2.0
GOOD,1.0
GMRE,2.0
OLP,1.0
MITT,0.0
ACRE,2.0
TPHS,2.0
BRT,0.0
CHMI,1.0
JCAP,2.0
UHT,0.0
UBA,2.0
IOR,0.0
TRC,2.0
WHLR,2.0
GRIF,0.0
CIGI,0.0
SAFE,2.0
FRSX,2.0
SOHO,2.0
STRS,2.0
LMRK,0.0
BBU,0.0
SNHNI,0.0
GRBK,0.0
LAND,0.0
ALX,2.0
CLPR,2.0
SACH,2.0
TPL,0.0
WHLRP,1.0
SOHOB,1.0
IRCP,0.0
CMCT,0.0
NYMTP,0.0
BFS,2.0
TCI,0.0
AGNCB,1.0
AJX,1.0
ARL,0.0
CDOR,2.0
CHCI,2.0
CKX,2.0
EMITF,2.0
ESBA,2.0
FISK,2.0
GOODM,1.0
GYRO,0.0
HGSH,2.0
HMG,0.0
IHT,2.0
INTG,2.0
LANDP,1.0
LMRKO,0.0
LMRKP,1.0
MAYS,2.0
MFO,1.0
MLP,0.0
NEN,0.0
NYMTN,2.0
NYMTO,0.0
OBAS,2.0
OGCP,2.0
PLYM,2.0
PW,2.0
SELF,2.0
SOHOO,2.0
TRMT,2.0
UBP,2.0
WHLRD,2.0
YRIV,0.0
T,2.0
VEON,2.0
VZ,2.0
CTL,2.0
NFLX,0.0
TMUS,1.0
S,2.0
AMT,0.0
DISH,2.0
LBTYK,0.0
LBTYA,0.0
ROKU,0.0
AMX,0.0
GSAT,2.0
MBT,0.0
LBRDA,0.0
CHTR,0.0
VOD,0.0
ATUS,2.0
ORBC,0.0
SBAC,0.0
KT,0.0
CHL,2.0
IRDM,1.0
LBRDK,0.0
GOGO,0.0
TSU,0.0
SKM,0.0
TEUM,2.0
WOW,2.0
NIHD,2.0
GLIBA,0.0
RBBN,0.0
VIV,0.0
VG,0.0
BCE,0.0
CCOI,0.0
CNSL,2.0
FTR,2.0
ALSK,0.0
EGHT,2.0
I,0.0
TEF,1.0
HCHC,2.0
TDS,2.0
RCI,0.0
GLOW,0.0
GTT,0.0
TU,0.0
CHU,0.0
CBB,2.0
TLK,0.0
SITO,0.0
LILAK,2.0
SJR,0.0
TEO,0.0
TKC,0.0
IDCC,2.0
IDT,2.0
PHI,0.0
HMTV,2.0
SHEN,0.0
CABO,0.0
CHT,0.0
USM,2.0
OOMA,0.0
SPOK,2.0
LILA,2.0
ORAN,0.0
UTSI,0.0
ATNI,2.0
CEL,0.0
GLIBP,0.0
CHA,2.0
TDA,0.0
TDE,1.0
UZA,2.0
BCOM,2.0
AMOV,0.0
GLDI,1.0
IGLD,2.0
IMTE,2.0
IPAS,2.0
LBTYB,0.0
LOOP,2.0
MTSL,0.0
OTEL,0.0
PTNR,0.0
SIFY,0.0
TDI,1.0
TDJ,2.0
VZA,2.0
KMI,2.0
XOM,2.0
HAL,2.0
MRO,2.0
SWN,2.0
SLB,2.0
DVN,2.0
MPC,0.0
COP,1.0
CHK,2.0
CVX,1.0
NBR,2.0
SRCI,2.0
APA,2.0
KOS,2.0
PBR,2.0
LPI,2.0
PTEN,2.0
QEP,2.0
RIG,2.0
CDEV,2.0
DNR,2.0
EOG,2.0
OAS,2.0
OKE,2.0
HES,2.0
OXY,2.0
CVE,2.0
FTI,2.0
MDR,2.0
ECA,0.0
RES,0.0
WMB,2.0
SU,0.0
PE,2.0
PAA,2.0
VLO,0.0
AR,2.0
SM,2.0
COG,0.0
EPD,2.0
NBL,2.0
WLL,2.0
CRZO,2.0
CLR,2.0
PXD,2.0
WPX,2.0
WTI,0.0
XEC,2.0
SGU,2.0
NOV,2.0
CPE,2.0
NE,2.0
BP,0.0
VVV,0.0
MUR,2.0
SHLX,2.0
CXO,1.0
HLX,2.0
HP,2.0
LNG,0.0
PBF,0.0
CNQ,0.0
CNX,2.0
OII,2.0
PSX,0.0
RRC,2.0
FET,2.0
FANG,0.0
PUMP,0.0
NOG,2.0
GTE,2.0
ENB,2.0
TRP,0.0
BTE,2.0
SUN,0.0
CRC,2.0
XOG,2.0
PEIX,2.0
PDS,2.0
TCP,2.0
EQT,2.0
OIS,2.0
SEMG,2.0
PAGP,2.0
REGI,0.0
ENLC,2.0
MPLX,1.0
EC,0.0
DO,2.0
AROC,2.0
DNOW,2.0
REI,2.0
DRQ,2.0
MTDR,0.0
PSXP,1.0
NGL,2.0
HFC,0.0
MMP,2.0
TRGP,2.0
CQP,1.0
GPOR,2.0
WES,2.0
PDCE,2.0
TELL,2.0
MRC,2.0
CPG,2.0
IMO,2.0
DK,0.0
DCP,2.0
CNXM,2.0
TK,1.0
YPF,0.0
NS,2.0
MCF,2.0
SNP,1.0
TTI,2.0
EQM,2.0
AM,2.0
SOI,0.0
NBLX,0.0
INT,2.0
CHKR,2.0
BAS,2.0
GEL,2.0
HEP,1.0
MTRX,2.0
TOT,0.0
ERF,2.0
NFG,2.0
USAC,1.0
PBA,0.0
TUSK,0.0
ENBL,2.0
NR,1.0
CLMT,0.0
SDRL,2.0
EEQ,2.0
FTK,2.0
AXAS,2.0
PTR,2.0
SSL,0.0
E,1.0
CRR,2.0
VNOM,0.0
ZN,0.0
FI,2.0
CVI,0.0
NOA,0.0
CLB,2.0
RNGR,2.0
GLP,2.0
PER,2.0
AREX,2.0
BCEI,2.0
CRK,2.0
BPMP,0.0
EPM,2.0
PVAC,2.0
UGP,1.0
CEI,2.0
PARR,0.0
EXTN,0.0
PBFX,0.0
SD,2.0
ROYT,0.0
NGS,2.0
GPRK,0.0
LLEX,0.0
CLNE,2.0
VOC,0.0
ICD,2.0
ESTE,2.0
SJT,0.0
HOS,2.0
CKH,2.0
OBE,2.0
SMLP,2.0
CEO,0.0
KEG,2.0
GLOP,0.0
UNT,2.0
YUMA,2.0
ESES,0.0
TDW,2.0
NEXT,2.0
USEG,0.0
EGY,2.0
PBT,0.0
GDP,2.0
NCSM,2.0
MMLP,2.0
BKEP,2.0
GEOS,2.0
SBOW,2.0
BSM,2.0
PGH,0.0
TAT,0.0
CCLP,2.0
CAPL,2.0
DKL,0.0
VET,2.0
BPT,2.0
CELP,2.0
GPP,2.0
SDPI,0.0
TGA,2.0
MXC,2.0
MVO,0.0
DWSN,2.0
OMP,2.0
AE,1.0
GNE,2.0
HESM,2.0
PFIE,0.0
PHX,2.0
ROSE,2.0
SRLP,2.0
PED,2.0
SHI,0.0
BKEPP,1.0
BRN,0.0
CRT,2.0
DMLP,2.0
ECT,0.0
ENSV,0.0
GBR,2.0
HUSA,0.0
KRP,2.0
LONE,2.0
MARPS,2.0
MCEP,2.0
NRT,0.0
PNRG,2.0
RCON,2.0
ROSEU,2.0
SAEX,2.0
SBR,0.0
SDR,2.0
SDT,2.0
SNDE,2.0
SNMP,1.0
TGC,0.0
TRCH,0.0
BAC,0.0
WFC,1.0
AIG,2.0
C,0.0
MS,0.0
JPM,0.0
BBD,0.0
AXP,0.0
V,0.0
KEY,0.0
RF,0.0
IBN,0.0
MSCI,0.0
RDN,0.0
AABA,0.0
PYPL,0.0
SCHW,0.0
STI,0.0
ITUB,0.0
BK,0.0
FITB,0.0
USB,2.0
HBAN,0.0
DB,2.0
PGR,0.0
BCS,2.0
BX,0.0
SYF,2.0
MTG,0.0
ZION,0.0
BBT,1.0
CFG,0.0
FNB,2.0
VOYA,0.0
NTRS,0.0
KKR,0.0
WRB,1.0
FRC,0.0
STL,2.0
NYCB,2.0
MET,1.0
AFL,0.0
GS,2.0
MA,0.0
BBVA,0.0
FG,2.0
ICE,0.0
IVZ,0.0
SLM,2.0
CME,0.0
PPBI,0.0
ETFC,0.0
CEF,0.0
WDR,0.0
AMTD,0.0
PNC,0.0
ARCC,2.0
FNF,0.0
LC,2.0
BEN,1.0
NAVI,2.0
FHN,2.0
LYG,0.0
ALLY,0.0
EVR,0.0
JHG,0.0
WU,2.0
SAN,0.0
HOMB,2.0
QD,2.0
GAB,0.0
CS,0.0
ISBC,2.0
AGO,2.0
CB,0.0
PRU,0.0
PBCT,2.0
UCBI,2.0
CBSH,2.0
SC,0.0
HIG,0.0
ING,0.0
UBS,0.0
CNO,0.0
BANC,0.0
OMF,0.0
COF,0.0
TROW,0.0
FBP,2.0
BGCP,0.0
ASB,2.0
AEG,0.0
EWBC,0.0
STT,0.0
VLY,2.0
APO,0.0
MMC,0.0
GNW,2.0
L,2.0
MBI,2.0
ONB,2.0
DFS,1.0
USA,0.0
NGHC,2.0
UNM,0.0
ATH,1.0
SIVB,0.0
LPLA,0.0
SEIC,0.0
ALL,0.0
KRNY,2.0
MFC,0.0
UMPQ,0.0
PNFP,2.0
CBOE,0.0
PHH,2.0
TCF,2.0
RY,0.0
TRV,0.0
ADS,1.0
AXS,2.0
ESNT,0.0
SMFG,0.0
FULT,2.0
LAZ,0.0
LNC,0.0
CMA,0.0
PFG,0.0
STFC,1.0
HSBC,0.0
HDB,0.0
WAL,0.0
ARES,0.0
WAFD,2.0
BSBR,2.0
BKU,1.0
FII,0.0
ACGL,2.0
SBNY,2.0
AEL,0.0
ORI,0.0
MC,0.0
NMIH,0.0
LFC,0.0
NBHC,2.0
BPOP,2.0
GWB,2.0
TD,0.0
BRO,0.0
FAF,0.0
KMPR,0.0
BLK,0.0
TRUP,0.0
HOPE,2.0
AON,0.0
BXS,2.0
JQC,2.0
RJF,0.0
AMP,0.0
CM,0.0
TCBI,0.0
OCN,2.0
NWBI,2.0
PSEC,2.0
WETF,1.0
SF,0.0
WBS,2.0
TPRE,0.0
VIRT,0.0
GHL,2.0
CFR,1.0
BNS,0.0
EV,0.0
CINF,2.0
GLRE,2.0
HLI,0.0
GGAL,0.0
WTFC,0.0
FCF,2.0
FANH,0.0
EXG,0.0
BKCC,2.0
MTB,1.0
FDS,0.0
PACW,2.0
NTB,0.0
AIZ,1.0
PRA,2.0
UMBF,2.0
BAP,0.0
OCSL,2.0
HTLF,0.0
CUBI,2.0
CADE,0.0
APAM,0.0
STC,2.0
FFBC,2.0
BMO,0.0
EVV,1.0
TOWN,2.0
AJG,0.0
RGA,0.0
KB,0.0
FHB,2.0
SNV,0.0
MGI,2.0
OSBC,0.0
BRKL,2.0
ONDK,0.0
IBKR,0.0
VVR,2.0
CSFL,2.0
CFFN,2.0
RLI,2.0
UBSI,2.0
NFJ,1.0
WLTW,0.0
GGN,1.0
FCFS,0.0
CNS,0.0
LM,0.0
GDOT,0.0
OPB,2.0
EFR,2.0
KYN,2.0
MCC,2.0
MCY,2.0
CATY,0.0
COLB,2.0
BPFH,2.0
COWN,2.0
EZPW,0.0
BSMX,2.0
MHLD,2.0
WD,0.0
TBBK,0.0
BDJ,0.0
ETV,0.0
NDAQ,0.0
WSFS,2.0
CNNE,2.0
MKTX,0.0
ECPG,0.0
HRTG,0.0
CIB,1.0
HFWA,0.0
BHLB,2.0
TSC,2.0
RE,2.0
FBC,0.0
PHK,2.0
SFNC,2.0
PPDF,2.0
LTS,0.0
PB,2.0
IBKC,2.0
ADX,0.0
TFSL,2.0
PRAA,2.0
CLM,0.0
AFG,0.0
BANR,2.0
SLF,1.0
SIGI,0.0
SUPV,0.0
BOH,2.0
NUV,1.0
OFG,2.0
BXMX,0.0
HYT,1.0
MFG,2.0
HTGC,2.0
GBCI,0.0
RVT,0.0
AINV,2.0
EMD,1.0
HTH,2.0
LKFN,2.0
CASH,2.0
EGIF,2.0
SFBS,1.0
RBS,0.0
BMA,0.0
GABC,2.0
PCSB,0.0
BGY,0.0
AB,0.0
TRMK,2.0
EFSC,2.0
BOKF,0.0
UVSP,2.0
OCFC,2.0
PJT,0.0
ENVA,0.0
NEA,1.0
AMG,0.0
NMR,2.0
UCFC,2.0
FMBI,2.0
IGD,0.0
ORIT,2.0
GUT,0.0
BSAC,0.0
UTG,2.0
HMN,2.0
MSBI,2.0
HLNE,0.0
EBSB,1.0
AOD,0.0
UIHC,1.0
VCV,1.0
FEN,1.0
TCPC,2.0
IBTX,1.0
GER,2.0
AI,2.0
ACBI,2.0
CVBF,2.0
BY,0.0
SASR,2.0
CURO,2.0
HAFC,2.0
GCAP,0.0
PRI,0.0
ABDC,2.0
BIF,0.0
GMZ,2.0
WASH,2.0
RQI,1.0
LBAI,2.0
IBOC,2.0
WBK,1.0
CSQ,0.0
IIF,0.0
AWF,2.0
FBK,0.0
FAX,0.0
CGBD,0.0
DGICA,2.0
GBDC,1.0
OCSI,2.0
CG,0.0
TRST,1.0
FLIC,2.0
BIL,2.0
JPS,0.0
FSB,2.0
BOE,0.0
CIT,0.0
BGB,1.0
NML,2.0
EQBK,1.0
JMF,2.0
TCRD,2.0
MBIN,0.0
SSB,2.0
ETY,0.0
MAIN,0.0
AVAL,1.0
FPL,2.0
GTS,0.0
JRO,2.0
DFIN,2.0
NNI,1.0
EVF,2.0
NTG,2.0
BIT,0.0
TCBK,0.0
GDV,0.0
GSBC,2.0
VMO,2.0
CRF,0.0
IGR,0.0
HEQ,0.0
ABCB,1.0
PJC,0.0
CEN,2.0
CACC,0.0
EMO,2.0
CNA,0.0
AMBC,2.0
TSLX,0.0
OXLC,1.0
OLBK,0.0
EIM,2.0
PNNT,2.0
SFE,2.0
TRTX,2.0
PHYS,0.0
SRCE,0.0
SBSI,2.0
QCRH,2.0
HIX,1.0
SBCF,1.0
SBT,2.0
ASA,2.0
FRME,0.0
AWP,0.0
FBNC,0.0
SLRC,2.0
CPF,2.0
DSL,0.0
EGBN,2.0
THG,0.0
NOAH,0.0
FRBK,2.0
PEBO,2.0
LOB,0.0
ETJ,0.0
NSL,2.0
PPT,0.0
RNR,2.0
JRVR,2.0
NBTB,2.0
MUC,2.0
CNOB,2.0
GLAD,2.0
UFCS,2.0
BBN,0.0
NZF,0.0
CBU,2.0
EVM,2.0
VKI,1.0
TBK,0.0
PFSI,0.0
DSE,2.0
FIBK,2.0
EDD,0.0
FEI,2.0
MCA,2.0
SRV,2.0
ETO,0.0
FFIN,2.0
MN,2.0
Y,2.0
AFH,0.0
HTBI,2.0
RIF,2.0
CTR,2.0
MFL,1.0
VKQ,1.0
WSBC,2.0
PFBC,0.0
MFNC,0.0
CHI,0.0
NCZ,0.0
UTF,0.0
GHY,2.0
BLX,2.0
EFC,2.0
ACP,0.0
MIE,2.0
NHF,0.0
PHD,2.0
INB,0.0
HCI,2.0
QQQX,0.0
ISD,2.0
NUM,2.0
NVG,0.0
PHT,2.0
PIM,1.0
TYG,2.0
VBTX,2.0
IFN,0.0
TLI,2.0
WSBF,2.0
JRS,1.0
FFG,2.0
PFLT,2.0
MFIN,0.0
FNHC,2.0
JDD,0.0
HTBK,1.0
KNSL,0.0
BFZ,2.0
HMST,2.0
FFIC,2.0
NRK,2.0
INDB,2.0
AVK,0.0
HIO,1.0
NMZ,0.0
PTY,0.0
ERIE,1.0
BCX,0.0
GIM,2.0
GPM,0.0
AGM,0.0
FDUS,2.0
ANAT,2.0
CIVB,0.0
HQH,0.0
WABC,2.0
CAF,0.0
CNBKA,0.0
OIA,0.0
PCK,0.0
TEI,2.0
PUK,0.0
UBFO,0.0
SONA,2.0
CII,0.0
THQ,0.0
MCR,1.0
BTO,0.0
FFWM,0.0
CAC,2.0
WIW,2.0
CARO,0.0
CIA,2.0
AMRK,2.0
CCD,0.0
CEM,1.0
IHD,0.0
MKL,0.0
EOI,0.0
WRLD,0.0
PZN,2.0
SYBT,2.0
FTF,1.0
DHY,0.0
CHY,0.0
LEO,1.0
BSE,2.0
HQL,0.0
IGI,0.0
PFN,0.0
CHW,0.0
EIG,1.0
BST,0.0
CHCO,2.0
STK,0.0
IBCP,2.0
DNP,0.0
NCV,0.0
PCN,0.0
EAD,1.0
MBWM,2.0
ETW,0.0
NAD,2.0
PGC,0.0
UVE,2.0
ATAX,0.0
BTZ,1.0
CXE,0.0
DPG,1.0
FFC,0.0
FPF,0.0
NFBK,2.0
NRO,0.0
PCI,0.0
VTA,2.0
SHG,0.0
MQT,1.0
FISI,2.0
SMM,2.0
JPC,1.0
MOFG,2.0
RNST,2.0
FBMS,0.0
TMP,2.0
ABTX,2.0
MCBC,2.0
NIM,2.0
THFF,2.0
YIN,2.0
FGB,2.0
PFS,2.0
MPA,2.0
YRD,0.0
GLO,0.0
GAIN,0.0
JRI,0.0
GNT,1.0
ARDC,0.0
CEV,2.0
ECC,0.0
EFT,2.0
EHI,0.0
EOD,0.0
ETG,0.0
FSD,1.0
IRR,1.0
JGH,0.0
KMM,1.0
MMAC,0.0
MYJ,1.0
TSI,0.0
CTBI,2.0
INTL,2.0
KIO,1.0
BSRR,2.0
SOR,0.0
FDEF,2.0
PSLV,2.0
ESXB,0.0
KMF,2.0
PMF,2.0
BANX,0.0
BFK,2.0
IGA,0.0
IIM,2.0
ISTR,0.0
NAN,1.0
NDP,2.0
NTRSP,1.0
RM,2.0
WNEB,0.0
MVF,2.0
DKT,1.0
EOS,0.0
NEWT,0.0
HBMD,0.0
SPXX,0.0
MFSF,0.0
RILY,2.0
DBL,2.0
MUI,2.0
NIE,0.0
ASG,0.0
HBNC,2.0
CIK,0.0
DCOM,2.0
BWFG,1.0
DNI,0.0
DSM,0.0
EVT,0.0
FMBH,0.0
FMO,2.0
FOF,0.0
IDE,0.0
INBK,0.0
MMT,1.0
MMU,1.0
RCS,0.0
SVVC,0.0
SZC,0.0
VGM,1.0
DSU,1.0
BCBP,0.0
IQI,2.0
GARS,2.0
BHB,2.0
WTM,2.0
DMF,1.0
AFB,2.0
GOF,0.0
RBB,0.0
ESGR,2.0
JFR,2.0
CVCY,2.0
EHTH,0.0
GROW,0.0
IRL,0.0
JTA,0.0
KF,0.0
KINS,0.0
KTF,2.0
MRLN,1.0
MVC,0.0
NAC,2.0
NBW,2.0
PDT,0.0
PML,0.0
QIWI,0.0
RMT,0.0
WHG,0.0
PGZ,0.0
BUSE,2.0
HONE,2.0
IAF,0.0
SMBC,1.0
ZTR,0.0
LMFA,2.0
FCBC,2.0
INF,1.0
SCM,0.0
BGH,1.0
BGR,2.0
BGX,2.0
BUI,0.0
CEE,0.0
EFF,2.0
ERC,1.0
ETB,0.0
FIV,2.0
GECC,2.0
HYI,1.0
IVH,0.0
KREF,2.0
MAV,2.0
MCN,1.0
MRCC,2.0
MUS,2.0
MYN,2.0
NEV,1.0
PFO,0.0
PMX,1.0
PWOD,2.0
MUJ,1.0
RNP,0.0
DMO,0.0
FNWB,2.0
JTD,0.0
TSBK,0.0
NGHCN,1.0
BGT,2.0
MGU,0.0
STBA,2.0
TBNK,2.0
BFIN,2.0
ACGLP,0.0
BLW,1.0
BSL,2.0
BTT,2.0
CBTX,0.0
CET,0.0
DUC,2.0
GRX,0.0
IAE,0.0
JCE,0.0
JCO,2.0
JMLP,2.0
MFM,1.0
MQY,1.0
MYI,2.0
PBIP,2.0
PMM,1.0
PPR,2.0
RBCAA,2.0
SAL,0.0
SUNS,0.0
WF,0.0
XRF,2.0
JHI,1.0
JP,0.0
PFL,0.0
BCH,0.0
IX,1.0
GF,0.0
PRK,2.0
PCF,0.0
PFBI,2.0
CCBG,1.0
ENFC,0.0
IMH,2.0
BMRC,2.0
PDI,0.0
AC,2.0
PEO,2.0
DHIL,2.0
PUB,0.0
ESSA,2.0
FFNW,2.0
OPY,0.0
BOCH,0.0
DXB,0.0
FCNCA,0.0
WTBA,2.0
AROW,2.0
BANF,0.0
BDGE,2.0
BHK,0.0
BYFC,0.0
CHMG,0.0
CSTR,2.0
DFP,0.0
DIAX,0.0
EDI,0.0
EFL,2.0
FAM,0.0
FDEU,0.0
FIF,2.0
FRBA,0.0
GBLI,1.0
GEC,2.0
JLS,0.0
KSM,2.0
LDP,0.0
LGI,0.0
MNP,1.0
MTT,2.0
MUH,2.0
MXF,0.0
MYF,2.0
NHS,1.0
NIQ,1.0
NODK,0.0
NXQ,1.0
OFS,2.0
OPP,1.0
PNI,2.0
PYN,2.0
SBI,2.0
SMBK,0.0
TIPT,2.0
VTN,1.0
WIA,1.0
PBBI,1.0
VRTS,2.0
BMTC,1.0
CPTA,2.0
CIF,0.0
CRVL,0.0
PMBC,0.0
MSB,0.0
NCA,2.0
FNLC,2.0
MBCN,0.0
NKSH,1.0
AMNB,1.0
HBANO,0.0
CFFI,0.0
ISG,1.0
SHBI,1.0
TCFC,0.0
GBL,2.0
AUBN,0.0
OVBC,0.0
AFT,2.0
AMSF,2.0
BCRH,2.0
BCTF,0.0
BFY,1.0
BKT,2.0
BNY,1.0
BYM,1.0
CART,0.0
CUBA,1.0
CZWI,1.0
DHF,1.0
EBTC,2.0
EGF,2.0
EVY,2.0
FBSS,0.0
FCCY,2.0
FCT,2.0
FLC,0.0
FMAO,0.0
FMNB,2.0
FRA,2.0
FT,0.0
GDL,2.0
GGM,1.0
GGT,0.0
GLQ,0.0
GSBD,2.0
HALL,2.0
HNW,2.0
HTD,0.0
IBKCP,1.0
JRJC,2.0
LYL,2.0
MCB,0.0
MHI,2.0
MLVF,0.0
MTR,0.0
MUA,0.0
MYD,1.0
MZA,0.0
NID,2.0
NJV,2.0
NXJ,1.0
NXN,2.0
PBCTP,0.0
PIY,2.0
RVSB,0.0
SMMF,2.0
TDF,0.0
THW,0.0
TSLF,2.0
TTP,2.0
VGI,0.0
VPV,2.0
WHF,0.0
ZF,0.0
BGIO,2.0
NGHCO,1.0
SFST,0.0
RA,0.0
LCNB,2.0
SBBX,0.0
EVBN,0.0
GCBC,0.0
FBIZ,2.0
RZA,2.0
MIN,2.0
CXH,1.0
NCBS,0.0
FCCO,0.0
SLCT,0.0
WTFCM,0.0
OFED,0.0
NWLI,2.0
CATC,0.0
SAFT,0.0
SCIN,0.0
TPVG,0.0
DNBF,0.0
AEH,1.0
NRIM,1.0
EBMT,2.0
ICBK,0.0
FGBI,0.0
HIFS,2.0
HX,2.0
ITIC,0.0
PEBK,0.0
PVBC,0.0
SBFG,0.0
AAMC,0.0
AAME,2.0
ACGLO,2.0
ACNB,2.0
ACV,0.0
AEB,1.0
AED,1.0
AFC,1.0
AGD,0.0
AIF,1.0
AINC,0.0
AIW,0.0
AMRB,2.0
ASFI,2.0
ASRV,0.0
ASRVP,0.0
ATLC,2.0
ATLO,2.0
BAF,1.0
BANFP,1.0
BBDO,2.0
BBF,2.0
BBK,2.0
BCV,0.0
BFO,2.0
BHV,0.0
BKJ,0.0
BKK,2.0
BKN,1.0
BKSC,2.0
BLE,2.0
BME,0.0
BOTJ,2.0
BPOPM,1.0
BPOPN,1.0
BQH,1.0
BSD,2.0
BTA,0.0
BWG,0.0
BZM,2.0
CARV,2.0
CBAN,1.0
CBFV,0.0
CBSHP,1.0
CCNE,2.0
CFBI,2.0
CFBK,0.0
CGO,0.0
CHN,0.0
CIVBP,0.0
CIZN,2.0
CMU,1.0
CNFR,2.0
COHN,2.0
CPSS,2.0
CSWC,1.0
CVLY,2.0
CWBC,0.0
CZNC,2.0
DDF,0.0
DEX,0.0
DGICB,2.0
DMB,1.0
DTF,2.0
DXF,0.0
ECCA,1.0
ECCB,1.0
ECF,0.0
EDF,0.0
EEA,0.0
EFBI,1.0
EHT,2.0
ELVT,2.0
EMCF,1.0
EMF,0.0
ENX,2.0
EOT,0.0
EQFN,1.0
EQS,0.0
ERH,0.0
ESBK,2.0
ESQ,0.0
ETX,1.0
EVG,1.0
EVN,2.0
EXD,2.0
FCAP,0.0
FCO,0.0
FDBC,0.0
FEO,0.0
FFA,0.0
FFBW,2.0
FITBI,1.0
FMN,2.0
FMY,2.0
FNCB,0.0
FPAY,2.0
FSBC,0.0
FSBW,0.0
FSFG,0.0
FUNC,1.0
FUND,0.0
FUSB,0.0
GAINM,1.0
GAM,0.0
GBAB,0.0
GCV,0.0
GDO,0.0
GFED,2.0
GFY,0.0
GGO,2.0
GGZ,0.0
GJR,1.0
GLBZ,2.0
GLU,0.0
GLV,0.0
GNTY,2.0
GRF,0.0
GWGH,0.0
GYB,1.0
HBANN,0.0
HBCP,0.0
HCAP,2.0
HFBL,2.0
HIE,1.0
HMNF,2.0
HNNA,2.0
HPF,0.0
HPI,0.0
HPS,0.0
